curriculum_scenario_id,document_id,item_number,category,subcategory,scenario_text,question_prompt,source_page,extraction_method,created_at
sjt-general-eo-012,curriculum-f95c3e525005,12,General EO,,"The results of a climate assessment survey tell you that there may be some racial tension
within a unit. While de-briefing the commanding officer, the commanding officer shares that he
has noticed some issues but he is sure it will all blow over in due time.",Your next course of action would be to:,58,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-013,curriculum-f95c3e525005,13,General EO,,"The results of a climate assessment survey tell you that there may be some religious tension
within a unit. While de-briefing the commanding officer, the commanding officer shares that he
has noticed some issues but he is sure it will all blow over in due time.","Of the following, the best course of action would be to:",58,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-014,curriculum-f95c3e525005,14,General EO,,"You have been given an order by a commanding officer that makes you uncomfortable. The
commanding officer has told you to stop passing out pamphlets about special minority programs
to the unit. The commanding officer tells you it is causing more tension among the personnel in
the unit than good, and that non-minority members of the unit resent the extra attention the
minority personnel are receiving.",Your next course of action would be to:,59,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-015,curriculum-f95c3e525005,15,General EO,,"You recently interviewed several witnesses while working on a race discrimination
complaint. One of the witnesses you interviewed comes to see you and is very angry. She claims
that you did not keep information she shared with you during the interview confidential. She
further claims to be receiving threats in retaliation for speaking with you.",Your next course of action would be to:,59,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-016,curriculum-f95c3e525005,16,General EO,,"You overhear talk around the installation that you are ""causing more trouble than good as an
EO professional"" by making a big deal out of insignificant issues. You do not know who
specifically feels this way, when personnel began to feel this way, or how many personnel share
this opinion.","Of the following, the best course of action would be to:",59,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-017,curriculum-f95c3e525005,17,General EO,about EO issues,"A male comes to your office and is very angry. He told you about an incident that occurred at
the installation, but he did not want anyone to get into trouble. He further claims that you did not
keep the information he shared with you confidential.","Of the following, the most important course of action is to:",59,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-018,curriculum-f95c3e525005,18,General EO,about EO issues,"A female comes to you seeking your help. One of her unit members is raising funds for a
local anti-abortion group by selling cookies. The woman tells you the fundraising is causing
tension within the unit because the woman has pictures of aborted fetuses posted at her desk. She
tells you the woman is constantly trying to gain support about the abortion issue and it is
distracting and upsetting to hear that kind of talk while working.",Your next course of action would be to:,59,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-020,curriculum-f95c3e525005,20,General EO,about EO issues,"Recently your work load has been increased and your supervisor is requiring more from you
in addition to your EO professional duties.",Your next course of action would be to:,60,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-021,curriculum-f95c3e525005,21,General EO,about EO issues,"You are informed that due to recent budget cuts, your funding for EO initiatives will be
drastically cut.","Of the following, the best course of action is to:",60,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-022,curriculum-f95c3e525005,22,General EO,about EO issues,"You are assigned to a new installation and you are told there is no funding available for the
EO initiatives such as special events, celebrations, or observances.",Your next course of action would be to:,60,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-023,curriculum-f95c3e525005,23,General EO,about EO issues,"After briefing commander on the results of a recent unit climate assessment, the commander
shares with you that he does not understand why so much money is being spent on the EO
program. He tells you that since you have arrived, the data shows the unit climate has gotten
worse. He further shares that in these tough times, you are drain on funding and next fiscal year
he is seriously thinking about cutting your budget.",Your next course of action would be to:,60,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-025,curriculum-f95c3e525005,25,General EO,about EO issues,"A commanding officer approaches you and expresses a desire to retain females and
minorities in his unit. She shares with you that the unit has low retention numbers and she wants
that to change.",Your next course of action would be to:,60,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-026,curriculum-f95c3e525005,26,General EO,about EO issues,"Over the past month you have coordinated four special observance events which have all had
very low attendance.",Your next course of action would be to:,61,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-027,curriculum-f95c3e525005,27,General EO,about EO issues,"A formal mentorship program for women has been started at your installation. Several
commanders have expressed an interest in assisting with the mentorship program.","Of the following, the most important course of action is to:",61,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-028,curriculum-f95c3e525005,28,General EO,about EO issues,"You have received word that there has been a series of incidents of intimidation towards
personnel at your installation. You would like to coordinate a training session to address the
incidents.",Of the following your first course of action is:,61,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-029,curriculum-f95c3e525005,29,General EO,about EO issues,"A supervising officer calls you and explains that one of her subordinates is a low performer.
She tells you that this subordinate has filed a complaint against her in the past and that she does
not want to have an issue with this subordinate again. She tells you that she cannot ignore the
low productivity of the subordinate any longer and needs your help to address the situation.","Of the following, the most important course of action is:",61,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-030,curriculum-f95c3e525005,30,General EO,about EO issues,"You have been invited to speak at an EO conference, but your supervising officer will not let
you take leave. The supervising officer tells you that you have participated in too many EO
conferences and meetings this year.",Your next course of action would be to:,62,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-031,curriculum-f95c3e525005,31,General EO,about EO issues,"You suspect that several members of your unit are suffering from depression and may need
to see a medical professional.",Your next course of action would be to:,62,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-032,curriculum-f95c3e525005,32,General EO,about EO issues,"After reviewing the feedback received from climate assessment surveys, you learn that many
personnel at the installation are not aware of your role as an EO professional.","Of the following, the most important course of action is to:",62,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-033,curriculum-f95c3e525005,33,General EO,about EO issues,"You over hear talk around the installation that you are not an effective EO professional,
especially in comparison to the former EO professional that recently was transferred to another
installation.",Your next course of action would be to:,62,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-035,curriculum-f95c3e525005,35,General EO,about EO issues,"You are planning a Holocaust Remembrance Day event and want it to be as informative as
possible.","Of the following, the best course of action is to:",62,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-037,curriculum-f95c3e525005,37,General EO,about EO issues,"You are attempt to brief a commander on the results of a unit climate assessment and you
notice that the commander is showing negative body language and seems disinterested in what
you are saying.",Your next course of action would be to:,63,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-038,curriculum-f95c3e525005,38,General EO,about EO issues,"A commander comes to you and admits that she has made an insensitive remark to one of
her subordinates. She asks for you advice in how best to approach the subordinate.",Your next course of action would be to:,63,tesseract_ocr,2026-05-07T18:39:09.770Z
sjt-general-eo-039,curriculum-f95c3e525005,39,General EO,about EO issues,"You receive anonymous reports that there is hazing of young personnel happening at your
installation.",Your next course of action would be to:,63,tesseract_ocr,2026-05-07T18:39:09.770Z
